id,noc,medal
25495,SWE,Bronze
25496,SWE,Silver
25497,SWE,Silver
25498,SWE,Bronze
25499,SWE,Gold
25500,SWE,Silver
25501,SWE,Bronze
25502,SWE,Gold
25503,SWE,Silver
25504,SWE,Silver
25505,SWE,Bronze
25506,NOR,Bronze
25507,SWE,Silver
25508,SWE,Silver
25509,SWE,Silver
25510,TCH,Bronze
25511,YUG,Silver
25512,URS,Gold
25513,NOR,Silver
25514,NOR,Gold
25515,NOR,Bronze
25516,URS,Gold
25517,RUS,Gold
25518,TCH,Silver
25519,UKR,Bronze
25520,UKR,Silver
25521,CZE,Gold
25522,TCH,Gold
25523,TCH,Bronze
25524,TCH,Bronze
25525,CZE,Gold
25526,TCH,Silver
25527,TCH,Silver
25528,TCH,Silver
25529,TCH,Bronze
25530,TCH,Silver
25531,TCH,Bronze
25532,USA,Bronze
25533,USA,Gold
25534,USA,Silver
25535,USA,Bronze
25536,BRA,Bronze
25537,AUS,Bronze
25538,GBR,Silver
25539,GBR,Gold
25540,GBR,Silver
25541,USA,Gold
25542,BEL,Gold
25543,USA,Silver
25544,GBR,Silver
25545,GBR,Bronze
25546,GDR,Silver
25547,POL,Silver
25548,GBR,Silver
25549,NED,Silver
25550,USA,Gold
25551,USA,Gold
25552,USA,Gold
25553,URS,Bronze
25554,POL,Gold
25555,POL,Gold
25556,URS,Gold
25557,UKR,Bronze
25558,PAK,Silver
25559,PAK,Bronze
25560,GBR,Bronze
25561,GBR,Gold
25562,GBR,Bronze
25563,USA,Silver
25564,AUT,Bronze
25565,AUT,Silver
25566,TCH,Silver
25567,UKR,Silver
25568,IND,Gold
25569,ITA,Silver
25570,GBR,Gold
25571,NZL,Bronze
25572,CZE,Silver
25573,CZE,Silver
25574,CZE,Bronze
25575,USA,Silver
25576,USA,Silver
25577,POL,Silver
25578,URS,Silver
25579,URS,Gold
25580,EUN,Silver
25581,RUS,Silver
25582,NOR,Silver
25583,HUN,Bronze
25584,CAN,Gold
25585,CAN,Gold
25586,ROU,Silver
25587,ROU,Gold
25588,ROU,Gold
25589,ROU,Gold
25590,ROU,Gold
25591,HUN,Gold
25592,HUN,Silver
25593,HUN,Bronze
25594,HUN,Gold
25595,HUN,Bronze
25596,HUN,Gold
25597,POL,Silver
25598,HUN,Silver
25599,POL,Silver
25600,POL,Gold
25601,POL,Bronze
25602,POL,Bronze
25603,POL,Bronze
25604,POL,Bronze
25605,POL,Bronze
25606,AUS,Bronze
25607,HUN,Gold
25608,HUN,Gold
25609,HUN,Gold
25610,HUN,Bronze
25611,HUN,Gold
25612,HUN,Gold
25613,HUN,Silver
25614,GER,Gold
25615,HUN,Bronze
25616,HUN,Silver
25617,HUN,Gold
25618,HUN,Silver
25619,HUN,Gold
25620,POL,Silver
25621,POL,Gold
25622,POL,Silver
25623,POL,Bronze
25624,POL,Gold
25625,POL,Bronze
25626,POL,Gold
25627,GER,Bronze
25628,HUN,Bronze
25629,HUN,Silver
25630,HUN,Gold
25631,POL,Gold
25632,POL,Gold
25633,HUN,Bronze
25634,GER,Bronze
25635,GER,Bronze
25636,HUN,Bronze
25637,HUN,Bronze
25638,HUN,Silver
25639,HUN,Silver
25640,HUN,Silver
25641,HUN,Bronze
25642,HUN,Gold
25643,POL,Silver
25644,POL,Silver
25645,POL,Gold
25646,HUN,Silver
25647,HUN,Gold
25648,HUN,Silver
25649,POL,Silver
25650,POL,Silver
25651,POL,Silver
25652,HUN,Silver
25653,POL,Silver
25654,POL,Gold
25655,POL,Silver
25656,POL,Bronze
25657,POL,Bronze
25658,POL,Gold
25659,GER,Silver
25660,TCH,Bronze
25661,CRO,Silver
25662,BUL,Silver
25663,RUS,Silver
25664,ITA,Silver
25665,CUB,Gold
25666,JPN,Silver
25667,JPN,Bronze
25668,JPN,Silver
25669,JPN,Silver
25670,JPN,Silver
25671,JPN,Silver
25672,JPN,Gold
25673,ROU,Bronze
25674,NED,Silver
25675,BEL,Silver
25676,BRA,Silver
25677,ROU,Bronze
25678,ROU,Gold
25679,JPN,Gold
25680,JPN,Gold
25681,JPN,Bronze
25682,AUT,Bronze
25683,FRA,Gold
25684,CAN,Bronze
25685,EUN,Silver
25686,UKR,Gold
25687,EST,Bronze
25688,FIN,Gold
25689,FIN,Silver
25690,FIN,Bronze
25691,PER,Silver
25692,GBR,Gold
25693,GER,Bronze
25694,TCH,Bronze
25695,JPN,Bronze
25696,JPN,Gold
25697,JPN,Silver
25698,JPN,Silver
25699,YUG,Gold
25700,JPN,Gold
25701,JPN,Bronze
25702,JPN,Bronze
25703,JPN,Gold
25704,JPN,Bronze
25705,JPN,Silver
25706,JPN,Bronze
25707,JPN,Silver
25708,JPN,Bronze
25709,JPN,Silver
25710,JPN,Bronze
25711,JPN,Bronze
25712,JPN,Silver
25713,JPN,Bronze
25714,JPN,Silver
25715,JPN,Gold
25716,JPN,Bronze
25717,JPN,Silver
25718,JPN,Silver
25719,JPN,Silver
25720,JPN,Silver
25721,JPN,Silver
25722,JPN,Silver
25723,JPN,Bronze
25724,JPN,Bronze
25725,JPN,Bronze
25726,JPN,Gold
25727,JPN,Silver
25728,JPN,Bronze
25729,JPN,Silver
25730,JPN,Gold
25731,GEO,Gold
25732,URS,Silver
25733,RUS,Gold
25734,ROU,Gold
25735,ROU,Silver
25736,USA,Silver
25737,GBR,Silver
25738,BUL,Silver
25739,FIJ,Gold
25740,FIN,Bronze
25741,FIN,Bronze
25742,FIN,Bronze
25743,AUS,Bronze
25744,AUS,Silver
25745,AUS,Silver
25746,AUS,Silver
25747,FRA,Silver
25748,SWE,Silver
25749,FIN,Gold
25750,FIN,Silver
25751,FIN,Bronze
25752,BRA,Gold
25753,URS,Silver
25754,URS,Gold
25755,ITA,Gold
25756,ROU,Bronze
25757,ROU,Gold
25758,ROU,Gold
25759,USA,Silver
25760,GRE,Silver
25761,GRE,Gold
25762,AUS,Silver
25763,URS,Bronze
25764,URS,Bronze
25765,GBR,Bronze
25766,EST,Bronze
25767,EST,Bronze
25768,FIN,Silver
25769,FIN,Bronze
25770,JPN,Silver
25771,MAR,Bronze
25772,ESP,Silver
25773,URS,Silver
25774,JPN,Silver
25775,JPN,Silver
25776,JPN,Gold
25777,JPN,Gold
25778,JPN,Bronze
25779,CHN,Bronze
25780,USA,Bronze
25781,CHN,Silver
25782,CHN,Silver
25783,CHN,Silver
25784,CHN,Silver
25785,SGP,Silver
25786,MAS,Silver
25787,TPE,Bronze
25788,JPN,Bronze
25789,JPN,Silver
25790,JPN,Silver
25791,JPN,Silver
25792,JPN,Bronze
25793,JPN,Silver
25794,JPN,Bronze
25795,JPN,Bronze
25796,JPN,Bronze
25797,JPN,Silver
25798,JPN,Gold
25799,JPN,Bronze
25800,ROU,Gold
25801,THA,Gold
25802,ROU,Gold
25803,ROU,Bronze
25804,SCG,Bronze
25805,BUL,Bronze
25806,BUL,Bronze
25807,CAN,Bronze
25808,CAN,Bronze
25809,BRA,Gold
25810,BRA,Gold
25811,DEN,Gold
25812,CHN,Gold
25813,CHN,Silver
25814,CHN,Gold
25815,CHN,Silver
25816,CHN,Bronze
25817,CHN,Gold
25818,CHN,Gold
25819,CHN,Silver
25820,CHN,Bronze
25821,CHN,Bronze
25822,NED,Bronze
25823,NED,Silver
25824,NOR,Bronze
25825,UZB,Silver
25826,JPN,Silver
25827,JPN,Bronze
25828,BRA,Silver
25829,BRA,Silver
25830,JPN,Gold
25831,JPN,Silver
25832,JPN,Gold
25833,JPN,Gold
25834,ITA,Gold
25835,CAN,Bronze
25836,CAN,Silver
25837,CAN,Silver
25838,USA,Gold
25839,TUR,Silver
25840,TUR,Silver
25841,KEN,Gold
25842,ITA,Silver
25843,CHN,Silver
25844,ITA,Gold
25845,USA,Gold
25846,RUS,Bronze
25847,HUN,Bronze
25848,CHI,Bronze
25849,CHI,Silver
25850,FRA,Bronze
25851,SWE,Gold
25852,SWE,Bronze
25853,USA,Gold
25854,USA,Gold
25855,USA,Gold
25856,IND,Gold
25857,IND,Gold
25858,ARG,Bronze
25859,URS,Bronze
25860,LIB,Silver
25861,URS,Bronze
25862,URS,Gold
25863,URS,Silver
25864,ROU,Gold
25865,UKR,Bronze
25866,UKR,Bronze
25867,UKR,Silver
25868,URS,Gold
25869,EUN,Silver
25870,ITA,Gold
25871,ARG,Silver
25872,UKR,Gold
25873,URS,Gold
25874,EUN,Gold
25875,RUS,Bronze
25876,RUS,Bronze
25877,RUS,Gold
25878,RUS,Silver
25879,RUS,Bronze
25880,AUS,Bronze
25881,AUS,Silver
25882,AUS,Bronze
25883,HUN,Gold
25884,FRA,Silver
25885,ITA,Silver
25886,ROU,Silver
25887,URS,Gold
25888,USA,Gold
25889,USA,Gold
25890,USA,Gold
25891,ESP,Silver
25892,ITA,Gold
25893,FRA,Bronze
25894,USA,Bronze
25895,USA,Gold
25896,ITA,Bronze
25897,AUS,Silver
25898,ROU,Silver
25899,HUN,Silver
25900,HUN,Silver
25901,HUN,Bronze
25902,HUN,Silver
25903,HUN,Gold
25904,HUN,Bronze
25905,TUR,Silver
25906,TUR,Bronze
25907,URS,Gold
25908,RUS,Gold
25909,URS,Silver
25910,USA,Gold
25911,USA,Bronze
25912,USA,Bronze
25913,JPN,Bronze
25914,JPN,Bronze
25915,CAN,Bronze
25916,JPN,Silver
25917,JPN,Silver
25918,URS,Gold
25919,GDR,Silver
25920,GDR,Gold
25921,ESP,Silver
25922,USA,Gold
25923,USA,Gold
25924,USA,Gold
25925,USA,Gold
25926,AUS,Silver
25927,AUT,Silver
25928,FRA,Silver
25929,IRI,Gold
25930,CAN,Gold
25931,EUN,Silver
25932,EUN,Gold
25933,TUR,Gold
25934,CAN,Bronze
25935,CAN,Bronze
25936,CAN,Gold
25937,CAN,Gold
25938,USA,Gold
25939,USA,Gold
25940,CAN,Bronze
25941,CAN,Bronze
25942,GBR,Silver
25943,GBR,Gold
25944,GBR,Bronze
25945,GBR,Gold
25946,GBR,Gold
25947,GBR,Bronze
25948,GBR,Bronze
25949,GBR,Gold
25950,GBR,Bronze
25951,GBR,Gold
25952,CAN,Gold
25953,USA,Bronze
25954,USA,Bronze
25955,GBR,Bronze
25956,IRL,Gold
25957,GBR,Silver
25958,USA,Gold
25959,GBR,Bronze
25960,USA,Gold
25961,USA,Gold
25962,USA,Bronze
25963,USA,Bronze
25964,CAN,Silver
25965,AUS,Bronze
25966,AUS,Silver
25967,AUS,Silver
25968,NZL,Bronze
25969,AUS,Silver
25970,USA,Silver
25971,USA,Gold
25972,CAN,Gold
25973,CAN,Gold
25974,CAN,Silver
25975,FRA,Silver
25976,TUR,Bronze
25977,TUR,Gold
25978,POL,Bronze
25979,FRA,Bronze
25980,FRA,Silver
25981,EUN,Bronze
25982,FRA,Bronze
25983,NZL,Silver
25984,USA,Bronze
25985,ITA,Silver
25986,RUS,Silver
25987,ROU,Silver
25988,NED,Bronze
25989,NED,Bronze
25990,NED,Silver
25991,GRE,Bronze
25992,GER,Silver
25993,GER,Silver
25994,ESP,Gold
25995,CUB,Bronze
25996,CUB,Silver
25997,FRA,Bronze
25998,CHI,Bronze
25999,SWE,Gold
26000,HUN,Bronze
26001,HUN,Gold
26002,ITA,Silver
26003,ITA,Bronze
26004,USA,Gold
26005,KAZ,Bronze
26006,NED,Bronze
26007,GER,Bronze
26008,URS,Bronze
26009,CHN,Gold
26010,SWE,Gold
26011,SRB,Silver
26012,NED,Silver
26013,NED,Gold
26014,URS,Bronze
26015,URS,Bronze
26016,JPN,Bronze
26017,JPN,Bronze
26018,FIN,Bronze
26019,FIN,Bronze
26020,FIN,Bronze
26021,FIN,Gold
26022,URS,Bronze
26023,URS,Gold
26024,URS,Gold
26025,UKR,Bronze
26026,UKR,Bronze
26027,USA,Bronze
26028,USA,Gold
26029,GDR,Silver
26030,NED,Bronze
26031,NED,Silver
26032,NED,Silver
26033,URS,Silver
26034,NED,Bronze
26035,NED,Silver
26036,FRA,Bronze
26037,GBR,Bronze
26038,GBR,Bronze
26039,USA,Silver
26040,NED,Silver
26041,HUN,Silver
26042,GER,Bronze
26043,USA,Gold
26044,USA,Silver
26045,USA,Bronze
26046,RUS,Silver
26047,RUS,Bronze
26048,RUS,Bronze
26049,RUS,Gold
26050,FIN,Gold
26051,FIN,Bronze
26052,USA,Gold
26053,USA,Bronze
26054,ARG,Gold
26055,GER,Gold
26056,GER,Gold
26057,CAN,Silver
26058,CAN,Gold
26059,CAN,Bronze
26060,USA,Silver
26061,USA,Silver
26062,USA,Gold
26063,USA,Bronze
26064,USA,Gold
26065,GDR,Silver
26066,GER,Gold
26067,FRA,Silver
26068,FRA,Silver
26069,FRA,Silver
26070,FRA,Silver
26071,BRA,Gold
26072,BRA,Gold
26073,AUT,Silver
26074,AUT,Silver
26075,AUT,Silver
26076,SUI,Silver
26077,SUI,Silver
26078,SUI,Bronze
26079,NOR,Silver
26080,FRG,Bronze
26081,GRE,Silver
26082,USA,Silver
26083,NED,Bronze
26084,NED,Bronze
26085,NOR,Gold
26086,LUX,Gold
26087,CAN,Bronze
26088,AUS,Gold
26089,AUS,Gold
26090,AUS,Silver
26091,GER,Gold
26092,CAN,Bronze
26093,FRG,Bronze
26094,FRG,Gold
26095,SWE,Bronze
26096,GER,Bronze
26097,GER,Bronze
26098,SWE,Bronze
26099,GRE,Bronze
26100,CAN,Silver
26101,FRA,Bronze
26102,BRA,Gold
26103,BEL,Gold
26104,USA,Bronze
26105,FRA,Bronze
26106,GER,Silver
26107,SWE,Silver
26108,FRG,Silver
26109,GER,Silver
26110,GER,Silver
26111,GER,Gold
26112,GDR,Gold
26113,GER,Silver
26114,GDR,Silver
26115,FRG,Silver
26116,GDR,Silver
26117,GER,Gold
26118,USA,Gold
26119,FRA,Silver
26120,FRG,Bronze
26121,FRA,Silver
26122,BEL,Silver
26123,CAN,Bronze
26124,ITA,Gold
26125,ITA,Silver
26126,ITA,Silver
26127,ITA,Bronze
26128,SWE,Gold
26129,GER,Gold
26130,GER,Bronze
26131,SUI,Bronze
26132,USA,Silver
26133,USA,Gold
26134,USA,Bronze
26135,GBR,Gold
26136,GBR,Silver
26137,FRA,Bronze
26138,FRA,Silver
26139,USA,Bronze
26140,USA,Gold
26141,GDR,Silver
26142,USA,Bronze
26143,USA,Silver
26144,GBR,Bronze
26145,NOR,Silver
26146,AUS,Silver
26147,AUS,Silver
26148,AUS,Bronze
26149,AUS,Silver
26150,AUS,Gold
26151,AUS,Gold
26152,AUS,Silver
26153,AUS,Gold
26154,GBR,Bronze
26155,GER,Silver
26156,NOR,Silver
26157,FRA,Silver
26158,NED,Bronze
26159,USA,Gold
26160,USA,Silver
26161,USA,Bronze
26162,GBR,Gold
26163,GBR,Gold
26164,GBR,Gold
26165,JAM,Gold
26166,JAM,Gold
26167,JAM,Silver
26168,NZL,Silver
26169,RSA,Gold
26170,USA,Silver
26171,USA,Gold
26172,USA,Gold
26173,USA,Gold
26174,USA,Gold
26175,USA,Gold
26176,USA,Bronze
26177,USA,Gold
26178,USA,Gold
26179,USA,Gold
26180,USA,Silver
26181,USA,Silver
26182,CAN,Bronze
26183,GBR,Bronze
26184,USA,Gold
26185,CAN,Gold
26186,BAR,Bronze
26187,AUS,Silver
26188,TTO,Silver
26189,TTO,Gold
26190,TTO,Silver
26191,USA,Gold
26192,USA,Gold
26193,USA,Gold
26194,USA,Bronze
26195,USA,Bronze
26196,USA,Gold
26197,CAN,Silver
26198,CAN,Gold
26199,CAN,Silver
26200,CAN,Bronze
26201,CAN,Silver
26202,DEN,Gold
26203,SWE,Bronze
26204,DEN,Silver
26205,GER,Bronze
26206,CAN,Silver
26207,GBR,Gold
26208,GBR,Silver
26209,CAN,Bronze
26210,AUS,Silver
26211,CAN,Gold
26212,THA,Bronze
26213,THA,Gold
26214,SWE,Gold
26215,SWE,Bronze
26216,NOR,Bronze
26217,SWE,Gold
26218,SWE,Silver
26219,NOR,Gold
26220,NOR,Gold
26221,SWE,Silver
26222,SWE,Gold
26223,SWE,Silver
26224,AUS,Silver
26225,GBR,Gold
26226,USA,Silver
26227,GBR,Silver
26228,GBR,Bronze
26229,CAN,Gold
26230,GBR,Gold
26231,GBR,Gold
26232,USA,Silver
26233,USA,Bronze
26234,AUS,Silver
26235,AUS,Gold
26236,AUS,Gold
26237,AUS,Gold
26238,AUS,Silver
26239,AUS,Bronze
26240,AUS,Gold
26241,AUS,Gold
26242,AUS,Silver
26243,USA,Gold
26244,USA,Gold
26245,NOR,Bronze
26246,NOR,Silver
26247,NOR,Silver
26248,USA,Gold
26249,SWE,Silver
26250,SWE,Silver
26251,SWE,Silver
26252,NOR,Silver
26253,NOR,Gold
26254,NOR,Gold
26255,GER,Gold
26256,GBR,Gold
26257,FRA,Gold
26258,AUS,Bronze
26259,AUS,Bronze
26260,FRA,Gold
26261,FRA,Gold
26262,FRA,Gold
26263,FRA,Gold
26264,DEN,Silver
26265,RSA,Gold
26266,GDR,Bronze
26267,GDR,Bronze
26268,GDR,Silver
26269,FIN,Bronze
26270,FIN,Gold
26271,FIN,Gold
26272,GDR,Bronze
26273,SWE,Bronze
26274,USA,Bronze
26275,SUI,Bronze
26276,SUI,Bronze
26277,AUT,Bronze
26278,FRA,Bronze
26279,NOR,Silver
26280,CIV,Silver
26281,FIN,Bronze
26282,FIN,Silver
26283,FIN,Gold
26284,CHN,Bronze
26285,CHN,Silver
26286,CHN,Gold
26287,CHN,Silver
26288,CHN,Bronze
26289,CHN,Gold
26290,CHN,Gold
26291,CHN,Silver
26292,ITA,Silver
26293,ITA,Bronze
26294,ROU,Silver
26295,ITA,Bronze
26296,USA,Bronze
26297,IRL,Silver
26298,NED,Bronze
26299,NED,Silver
26300,GDR,Bronze
26301,FRG,Gold
26302,GDR,Silver
26303,GDR,Bronze
26304,USA,Bronze
26305,FIN,Bronze
26306,TCH,Bronze
26307,TCH,Silver
26308,BLR,Bronze
26309,BLR,Silver
26310,URS,Gold
26311,URS,Silver
26312,URS,Silver
26313,URS,Gold
26314,URS,Gold
26315,URS,Gold
26316,URS,Gold
26317,URS,Silver
26318,URS,Silver
26319,URS,Silver
26320,URS,Gold
26321,URS,Gold
26322,FIN,Bronze
26323,FIN,Bronze
26324,URS,Silver
26325,NOR,Silver
26326,USA,Gold
26327,RUS,Gold
26328,SWE,Silver
26329,LTU,Bronze
26330,CAN,Bronze
26331,NED,Bronze
26332,GDR,Gold
26333,BEL,Silver
26334,USA,Gold
26335,USA,Gold
26336,USA,Bronze
26337,NZL,Gold
26338,NZL,Silver
26339,AUS,Bronze
26340,AUS,Silver
26341,RUS,Bronze
26342,FIN,Bronze
26343,FIN,Silver
26344,FIN,Bronze
26345,FIN,Bronze
26346,URS,Gold
26347,URS,Gold
26348,INA,Silver
26349,USA,Gold
26350,GBR,Bronze
26351,AUS,Bronze
26352,USA,Silver
26353,FRA,Bronze
26354,GDR,Silver
26355,GDR,Bronze
26356,GDR,Bronze
26357,CAN,Silver
26358,ESP,Silver
26359,FRA,Silver
26360,LAT,Bronze
26361,USA,Gold
26362,IRL,Gold
26363,RUS,Gold
26364,RUS,Gold
26365,URS,Gold
26366,RUS,Silver
26367,RUS,Silver
26368,RUS,Gold
26369,URS,Bronze
26370,ROU,Silver
26371,AUS,Bronze
26372,AUS,Silver
26373,AUS,Bronze
26374,YUG,Silver
26375,ITA,Bronze
26376,RUS,Silver
26377,URS,Bronze
26378,URS,Gold
26379,URS,Bronze
26380,URS,Silver
26381,URS,Bronze
26382,URS,Silver
26383,URS,Silver
26384,URS,Silver
26385,URS,Silver
26386,URS,Gold
26387,URS,Bronze
26388,USA,Bronze
26389,GER,Bronze
26390,ITA,Gold
26391,ITA,Gold
26392,SWE,Gold
26393,NOR,Silver
26394,NOR,Bronze
26395,NOR,Silver
26396,TCH,Gold
26397,EUN,Gold
26398,URS,Gold
26399,URS,Bronze
26400,URS,Silver
26401,URS,Bronze
26402,URS,Bronze
26403,URS,Gold
26404,URS,Gold
26405,URS,Silver
26406,USA,Silver
26407,TCH,Silver
26408,TCH,Silver
26409,RUS,Bronze
26410,RUS,Silver
26411,URS,Bronze
26412,USA,Silver
26413,USA,Gold
26414,USA,Silver
26415,GBR,Bronze
26416,TCH,Bronze
26417,URS,Bronze
26418,ITA,Silver
26419,JPN,Bronze
26420,BUL,Silver
26421,BUL,Silver
26422,BUL,Silver
26423,BUL,Bronze
26424,BUL,Silver
26425,GDR,Silver
26426,USA,Bronze
26427,ITA,Bronze
26428,CAN,Gold
26429,CAN,Gold
26430,ITA,Silver
26431,ITA,Bronze
26432,ITA,Silver
26433,ITA,Gold
26434,JPN,Bronze
26435,ITA,Gold
26436,FIN,Bronze
26437,FIN,Bronze
26438,URS,Silver
26439,URS,Silver
26440,RUS,Bronze
26441,JPN,Bronze
26442,ETH,Bronze
26443,CUB,Bronze
26444,GER,Silver
26445,RUS,Gold
26446,RUS,Bronze
26447,NOR,Bronze
26448,GBR,Gold
26449,GER,Bronze
26450,USA,Silver
26451,USA,Silver
26452,USA,Bronze
26453,ROU,Gold
26454,UAE,Bronze
26455,ROU,Gold
26456,FRA,Silver
26457,TCH,Silver
26458,HUN,Bronze
26459,ESP,Bronze
26460,SCG,Silver
26461,YUG,Silver
26462,USA,Gold
26463,USA,Bronze
26464,POL,Bronze
26465,URU,Gold
26466,POL,Silver
26467,ITA,Gold
26468,ITA,Gold
26469,ITA,Gold
26470,ITA,Silver
26471,ITA,Silver
26472,POL,Bronze
26473,URS,Gold
26474,URS,Silver
26475,JPN,Gold
26476,JPN,Silver
26477,JPN,Silver
26478,JPN,Bronze
26479,JPN,Bronze
26480,AUS,Gold
26481,AUS,Gold
26482,AUS,Bronze
26483,AUS,Gold
26484,ROU,Silver
26485,ROU,Silver
26486,GBR,Bronze
26487,CAN,Bronze
26488,USA,Gold
26489,URS,Bronze
26490,ITA,Gold
26491,BUL,Silver
26492,URS,Bronze
26493,AUS,Gold
26494,AUS,Gold
26495,CHN,Silver
26496,CHN,Silver
26497,CHN,Silver
26498,NZL,Bronze
26499,CHN,Gold
26500,CHN,Bronze
26501,BRA,Silver
26502,ESP,Gold
26503,ESP,Silver
26504,ITA,Bronze
26505,URS,Silver
26506,EST,Bronze
26507,URS,Silver
26508,EST,Bronze
26509,AUS,Bronze
26510,YUG,Bronze
26511,NZL,Silver
26512,USA,Gold
26513,AUS,Bronze
26514,NED,Bronze
26515,USA,Gold
26516,AUS,Gold
26517,AUS,Gold
26518,SWE,Bronze
26519,SWE,Bronze
26520,SCG,Silver
26521,RUS,Gold
26522,CZE,Gold
26523,USA,Gold
26524,USA,Gold
26525,BUL,Silver
26526,URS,Silver
26527,FRA,Bronze
26528,NOR,Silver
26529,SWE,Bronze
26530,RUS,Gold
26531,RUS,Bronze
26532,PHI,Bronze
26533,FIN,Silver
26534,RUS,Silver
26535,TCH,Gold
26536,FIN,Bronze
26537,EUN,Gold
26538,ESP,Gold
26539,HUN,Gold
26540,HUN,Bronze
26541,HUN,Gold
26542,HUN,Bronze
26543,HUN,Gold
26544,HUN,Bronze
26545,UKR,Gold
26546,HUN,Bronze
26547,URS,Bronze
26548,PER,Silver
26549,ESP,Silver
26550,PAR,Silver
26551,USA,Silver
26552,FRA,Silver
26553,FRA,Bronze
26554,CUB,Gold
26555,CUB,Gold
26556,CUB,Gold
26557,SUI,Bronze
26558,SUI,Bronze
26559,SWE,Bronze
26560,NOR,Bronze
26561,GBR,Gold
26562,GBR,Bronze
26563,ITA,Gold
26564,ITA,Silver
26565,HUN,Bronze
26566,HUN,Silver
26567,HUN,Bronze
26568,HUN,Silver
26569,HUN,Bronze
26570,SVK,Gold
26571,ITA,Gold
26572,HUN,Bronze
26573,HUN,Bronze
26574,RUS,Gold
26575,AUT,Silver
26576,TCH,Bronze
26577,DEN,Gold
26578,FRA,Gold
26579,AUS,Bronze
26580,AUS,Bronze
26581,FRA,Gold
26582,FRA,Bronze
26583,FRA,Silver
26584,FRA,Bronze
26585,FRA,Silver
26586,USA,Silver
26587,NED,Bronze
26588,USA,Gold
26589,URS,Bronze
26590,RSA,Bronze
26591,USA,Gold
26592,AUS,Gold
26593,USA,Gold
26594,RSA,Gold
26595,GBR,Bronze
26596,GBR,Gold
26597,NED,Bronze
26598,JPN,Gold
26599,ITA,Bronze
26600,NOR,Gold
26601,NOR,Bronze
26602,NOR,Gold
26603,NOR,Silver
26604,FRA,Bronze
26605,FRA,Bronze
26606,ITA,Bronze
26607,CAN,Silver
26608,SUI,Gold
26609,USA,Silver
26610,USA,Silver
26611,VIE,Silver
26612,EUN,Silver
26613,RUS,Silver
26614,EUN,Silver
26615,RUS,Gold
26616,RUS,Gold
26617,ITA,Gold
26618,GBR,Gold
26619,ROU,Silver
26620,ROU,Bronze
26621,ROU,Silver
26622,NZL,Gold
26623,GER,Gold
26624,GER,Bronze
26625,GER,Bronze
26626,GDR,Silver
26627,ITA,Bronze
26628,URS,Silver
26629,SCG,Bronze
26630,SCG,Silver
26631,IRL,Silver
26632,POL,Bronze
26633,EUN,Gold
26634,RUS,Silver
26635,URS,Gold
26636,EUN,Gold
26637,CAN,Silver
26638,GBR,Silver
26639,GDR,Silver
26640,GDR,Silver
26641,GDR,Gold
26642,GDR,Bronze
26643,CAN,Silver
26644,CAN,Bronze
26645,GBR,Bronze
26646,FRA,Bronze
26647,AUS,Silver
26648,SUI,Bronze
26649,NED,Silver
26650,FRA,Bronze
26651,ITA,Bronze
26652,URS,Gold
26653,URS,Gold
26654,URS,Silver
26655,URS,Gold
26656,RUS,Bronze
26657,RUS,Gold
26658,GBR,Silver
26659,USA,Gold
26660,FRA,Bronze
26661,GDR,Silver
26662,YUG,Silver
26663,GBR,Gold
26664,GBR,Gold
26665,GBR,Gold
26666,ITA,Gold
26667,ITA,Bronze
26668,AUT,Bronze
26669,SUI,Silver
26670,USA,Silver
26671,ITA,Silver
26672,ITA,Gold
26673,FRA,Bronze
26674,AUT,Bronze
26675,ITA,Silver
26676,GRE,Silver
26677,INA,Bronze
26678,INA,Silver
26679,USA,Silver
26680,DEN,Silver
26681,GER,Bronze
26682,GER,Bronze
26683,GER,Bronze
26684,TCH,Silver
26685,YUG,Gold
26686,SWE,Bronze
26687,NED,Bronze
26688,GER,Bronze
26689,ITA,Silver
26690,NGR,Bronze
26691,URS,Bronze
26692,USA,Bronze
26693,GBR,Gold
26694,GBR,Gold
26695,GBR,Gold
26696,GBR,Gold
26697,USA,Gold
26698,USA,Bronze
26699,USA,Gold
26700,CAN,Gold
26701,TCH,Silver
26702,FRA,Bronze
26703,USA,Gold
26704,USA,Gold
26705,USA,Bronze
26706,SLO,Gold
26707,ESP,Silver
26708,NOR,Gold
26709,YUG,Silver
26710,YUG,Gold
26711,FRG,Gold
26712,RUS,Gold
26713,ROU,Silver
26714,RUS,Gold
26715,BEL,Silver
26716,BUL,Silver
26717,TPE,Silver
26718,TPE,Bronze
26719,CAN,Silver
26720,BUL,Silver
26721,URS,Silver
26722,URS,Bronze
26723,RUS,Silver
26724,SUI,Silver
26725,GDR,Silver
26726,GER,Silver
26727,NOR,Silver
26728,MGL,Silver
26729,TPE,Bronze
26730,UKR,Bronze
26731,GRE,Bronze
26732,GRE,Silver
26733,GRE,Silver
26734,GRE,Bronze
26735,GRE,Gold
26736,GRE,Silver
26737,GEO,Gold
26738,GRE,Silver
26739,URS,Bronze
26740,FRA,Silver
26741,URS,Bronze
26742,GRE,Gold
26743,GRE,Gold
26744,JPN,Bronze
26745,JPN,Bronze
26746,JPN,Gold
26747,JPN,Silver
26748,JPN,Gold
26749,JPN,Gold
26750,JPN,Gold
26751,JPN,Bronze
26752,JPN,Bronze
26753,JPN,Gold
26754,JPN,Silver
26755,JPN,Bronze
26756,JPN,Gold
26757,JPN,Silver
26758,JPN,Gold
26759,JPN,Silver
